Sample in Buffer,Sample in Window,TRIGGER,openmips0/id0/pc_plus_4[31:0],openmips0/id0/reg1_o[31:0],openmips0/pc_reg0/new_pc[31:0],openmips0/pc_reg0/branch_target_address_i[31:0],inst[31:0],inst_addr[31:0],ram_data_i[31:0],ram_addr[31:0],ram_sel[3:0],ram_data_o[31:0],mmu_memory_version1/directUart/ext_uart_rx[7:0],mmu_memory_version1/directUart/ext_uart_tx[7:0],openmips0/pc_reg0/branch_flag_i,u_ila_0_ext_uart_busy,u_ila_0_ext_uart_ready,pause_signal,ram_we
745,745,0,800020c8,01ffffb9,00000000,00000000,afa90000,800020c8,01ffffb9,807efffc,f,00000000,80,06,0,1,0,0,0
746,746,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
747,747,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
748,748,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffb8,80,06,1,1,0,0,1
749,749,0,800020d4,01ffffb8,00000000,800020bc,00000000,800020d4,01ffffb8,807efffc,f,00000000,80,06,1,1,0,0,0
750,750,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
751,751,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
752,752,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
753,753,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffb8,80,06,0,1,0,0,1
754,754,0,800020c8,01ffffb8,00000000,00000000,afa90000,800020c8,01ffffb8,807efffc,f,00000000,80,06,0,1,0,0,0
755,755,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
756,756,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
757,757,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffb7,80,06,1,1,0,0,1
758,758,0,800020d4,01ffffb7,00000000,800020bc,00000000,800020d4,01ffffb7,807efffc,f,00000000,80,06,1,1,0,0,0
759,759,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
760,760,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
761,761,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
762,762,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffb7,80,06,0,1,0,0,1
763,763,0,800020c8,01ffffb7,00000000,00000000,afa90000,800020c8,01ffffb7,807efffc,f,00000000,80,06,0,1,0,0,0
764,764,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
765,765,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
766,766,0,800020d4,801efff4,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffb6,80,06,1,1,0,0,1
767,767,0,800020d4,01ffffb6,00000000,800020bc,00000000,800020d4,01ffffb6,807efffc,f,00000000,80,06,1,1,0,0,0
768,768,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
769,769,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
770,770,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
771,771,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffb6,80,06,0,1,0,0,1
772,772,0,800020c8,01ffffb6,00000000,00000000,afa90000,800020c8,01ffffb6,807efffc,f,00000000,80,06,0,1,0,0,0
773,773,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
774,774,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
775,775,0,800020d4,801efff4,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffb5,80,06,1,1,0,0,1
776,776,0,800020d4,01ffffb5,00000000,800020bc,00000000,800020d4,01ffffb5,807efffc,f,00000000,80,06,1,1,0,0,0
777,777,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
778,778,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
779,779,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
780,780,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffb5,80,06,0,1,0,0,1
781,781,0,800020c8,01ffffb5,00000000,00000000,afa90000,800020c8,01ffffb5,807efffc,f,00000000,80,06,0,1,0,0,0
782,782,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
783,783,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
784,784,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffb4,80,06,1,1,0,0,1
785,785,0,800020d4,01ffffb4,00000000,800020bc,00000000,800020d4,01ffffb4,807efffc,f,00000000,80,06,1,1,0,0,0
786,786,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
787,787,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
788,788,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
789,789,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffb4,80,06,0,1,0,0,1
790,790,0,800020c8,01ffffb4,00000000,00000000,afa90000,800020c8,01ffffb4,807efffc,f,00000000,80,06,0,1,0,0,0
791,791,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
792,792,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
793,793,0,800020d4,805efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffb3,80,06,1,1,0,0,1
794,794,0,800020d4,01ffffb3,00000000,800020bc,00000000,800020d4,01ffffb3,807efffc,f,00000000,80,06,1,1,0,0,0
795,795,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
796,796,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
797,797,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
798,798,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffb3,80,06,0,1,0,0,1
799,799,0,800020c8,01ffffb3,00000000,00000000,afa90000,800020c8,01ffffb3,807efffc,f,00000000,80,06,0,1,0,0,0
800,800,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
801,801,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
802,802,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffb2,80,06,1,1,0,0,1
803,803,0,800020d4,01ffffb2,00000000,800020bc,00000000,800020d4,01ffffb2,807efffc,f,00000000,80,06,1,1,0,0,0
804,804,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
805,805,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
806,806,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
807,807,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffb2,80,06,0,1,0,0,1
808,808,0,800020c8,01ffffb2,00000000,00000000,afa90000,800020c8,01ffffb2,807efffc,f,00000000,80,06,0,1,0,0,0
809,809,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
810,810,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
811,811,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffb1,80,06,1,1,0,0,1
812,812,0,800020d4,01ffffb1,00000000,800020bc,00000000,800020d4,01ffffb1,807efffc,f,00000000,80,06,1,1,0,0,0
813,813,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
814,814,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
815,815,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
816,816,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffb1,80,06,0,1,0,0,1
817,817,0,800020c8,01ffffb1,00000000,00000000,afa90000,800020c8,01ffffb1,807efffc,f,00000000,80,06,0,1,0,0,0
818,818,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
819,819,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
820,820,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffb0,80,06,1,1,0,0,1
821,821,0,800020d4,01ffffb0,00000000,800020bc,00000000,800020d4,01ffffb0,807efffc,f,00000000,80,06,1,1,0,0,0
822,822,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
823,823,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
824,824,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
825,825,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffb0,80,06,0,1,0,0,1
826,826,0,800020c8,01ffffb0,00000000,00000000,afa90000,800020c8,01ffffb0,807efffc,f,00000000,80,06,0,1,0,0,0
827,827,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
828,828,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
829,829,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffaf,80,06,1,1,0,0,1
830,830,0,800020d4,01ffffaf,00000000,800020bc,00000000,800020d4,01ffffaf,807efffc,f,00000000,80,06,1,1,0,0,0
831,831,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
832,832,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
833,833,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
834,834,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffaf,80,06,0,1,0,0,1
835,835,0,800020c8,01ffffaf,00000000,00000000,afa90000,800020c8,01ffffaf,807efffc,f,00000000,80,06,0,1,0,0,0
836,836,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
837,837,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
838,838,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffae,80,06,1,1,0,0,1
839,839,0,800020d4,01ffffae,00000000,800020bc,00000000,800020d4,01ffffae,807efffc,f,00000000,80,06,1,1,0,0,0
840,840,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
841,841,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
842,842,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
843,843,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffae,80,06,0,1,0,0,1
844,844,0,800020c8,01ffffae,00000000,00000000,afa90000,800020c8,01ffffae,807efffc,f,00000000,80,06,0,1,0,0,0
845,845,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
846,846,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
847,847,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffad,80,06,1,1,0,0,1
848,848,0,800020d4,01ffffad,00000000,800020bc,00000000,800020d4,01ffffad,807efffc,f,00000000,80,06,1,1,0,0,0
849,849,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
850,850,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
851,851,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
852,852,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffad,80,06,0,1,0,0,1
853,853,0,800020c8,01ffffad,00000000,00000000,afa90000,800020c8,01ffffad,807efffc,f,00000000,80,06,0,1,0,0,0
854,854,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
855,855,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
856,856,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffac,80,06,1,1,0,0,1
857,857,0,800020d4,01ffffac,00000000,800020bc,00000000,800020d4,01ffffac,807efffc,f,00000000,80,06,1,1,0,0,0
858,858,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
859,859,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
860,860,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
861,861,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffac,80,06,0,1,0,0,1
862,862,0,800020c8,01ffffac,00000000,00000000,afa90000,800020c8,01ffffac,807efffc,f,00000000,80,06,0,1,0,0,0
863,863,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
864,864,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
865,865,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffab,80,06,1,1,0,0,1
866,866,0,800020d4,01ffffab,00000000,800020bc,00000000,800020d4,01ffffab,807efffc,f,00000000,80,06,1,1,0,0,0
867,867,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
868,868,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
869,869,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
870,870,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffab,80,06,0,1,0,0,1
871,871,0,800020c8,01ffffab,00000000,00000000,afa90000,800020c8,01ffffab,807efffc,f,00000000,80,06,0,1,0,0,0
872,872,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
873,873,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
874,874,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffaa,80,06,1,1,0,0,1
875,875,0,800020d4,01ffffaa,00000000,800020bc,00000000,800020d4,01ffffaa,807efffc,f,00000000,80,06,1,1,0,0,0
876,876,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
877,877,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
878,878,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
879,879,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffaa,80,06,0,1,0,0,1
880,880,0,800020c8,01ffffaa,00000000,00000000,afa90000,800020c8,01ffffaa,807efffc,f,00000000,80,06,0,1,0,0,0
881,881,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
882,882,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
883,883,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffa9,80,06,1,1,0,0,1
884,884,0,800020d4,01ffffa9,00000000,800020bc,00000000,800020d4,01ffffa9,807efffc,f,00000000,80,06,1,1,0,0,0
885,885,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
886,886,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
887,887,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
888,888,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffa9,80,06,0,1,0,0,1
889,889,0,800020c8,01ffffa9,00000000,00000000,afa90000,800020c8,01ffffa9,807efffc,f,00000000,80,06,0,1,0,0,0
890,890,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
891,891,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
892,892,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffa8,80,06,1,1,0,0,1
893,893,0,800020d4,01ffffa8,00000000,800020bc,00000000,800020d4,01ffffa8,807efffc,f,00000000,80,06,1,1,0,0,0
894,894,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
895,895,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
896,896,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
897,897,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffa8,80,06,0,1,0,0,1
898,898,0,800020c8,01ffffa8,00000000,00000000,afa90000,800020c8,01ffffa8,807efffc,f,00000000,80,06,0,1,0,0,0
899,899,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
900,900,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
901,901,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffa7,80,06,1,1,0,0,1
902,902,0,800020d4,01ffffa7,00000000,800020bc,00000000,800020d4,01ffffa7,807efffc,f,00000000,80,06,1,1,0,0,0
903,903,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
904,904,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
905,905,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
906,906,0,800020c8,801efff4,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffa7,80,06,0,1,0,0,1
907,907,0,800020c8,01ffffa7,00000000,00000000,afa90000,800020c8,01ffffa7,807efffc,f,00000000,80,06,0,1,0,0,0
908,908,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
909,909,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
910,910,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffa6,80,06,1,1,0,0,1
911,911,0,800020d4,01ffffa6,00000000,800020bc,00000000,800020d4,01ffffa6,807efffc,f,00000000,80,06,1,1,0,0,0
912,912,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
913,913,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
914,914,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
915,915,0,800020c8,801efff4,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffa6,80,06,0,1,0,0,1
916,916,0,800020c8,01ffffa6,00000000,00000000,afa90000,800020c8,01ffffa6,807efffc,f,00000000,80,06,0,1,0,0,0
917,917,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
918,918,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
919,919,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffa5,80,06,1,1,0,0,1
920,920,0,800020d4,01ffffa5,00000000,800020bc,00000000,800020d4,01ffffa5,807efffc,f,00000000,80,06,1,1,0,0,0
921,921,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
922,922,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
923,923,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
924,924,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffa5,80,06,0,1,0,0,1
925,925,0,800020c8,01ffffa5,00000000,00000000,afa90000,800020c8,01ffffa5,807efffc,f,00000000,80,06,0,1,0,0,0
926,926,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
927,927,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
928,928,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffa4,80,06,1,1,0,0,1
929,929,0,800020d4,01ffffa4,00000000,800020bc,00000000,800020d4,01ffffa4,807efffc,f,00000000,80,06,1,1,0,0,0
930,930,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
931,931,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
932,932,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
933,933,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffa4,80,06,0,1,0,0,1
934,934,0,800020c8,01ffffa4,00000000,00000000,afa90000,800020c8,01ffffa4,807efffc,f,00000000,80,06,0,1,0,0,0
935,935,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
936,936,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
937,937,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffa3,80,06,1,1,0,0,1
938,938,0,800020d4,01ffffa3,00000000,800020bc,00000000,800020d4,01ffffa3,807efffc,f,00000000,80,06,1,1,0,0,0
939,939,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
940,940,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
941,941,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
942,942,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffa3,80,06,0,1,0,0,1
943,943,0,800020c8,01ffffa3,00000000,00000000,afa90000,800020c8,01ffffa3,807efffc,f,00000000,80,06,0,1,0,0,0
944,944,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
945,945,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
946,946,0,800020d4,801efff4,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffa2,80,06,1,1,0,0,1
947,947,0,800020d4,01ffffa2,00000000,800020bc,00000000,800020d4,01ffffa2,807efffc,f,00000000,80,06,1,1,0,0,0
948,948,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
949,949,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
950,950,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
951,951,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffa2,80,06,0,1,0,0,1
952,952,0,800020c8,01ffffa2,00000000,00000000,afa90000,800020c8,01ffffa2,807efffc,f,00000000,80,06,0,1,0,0,0
953,953,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
954,954,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
955,955,0,800020d4,801efff4,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffa1,80,06,1,1,0,0,1
956,956,0,800020d4,01ffffa1,00000000,800020bc,00000000,800020d4,01ffffa1,807efffc,f,00000000,80,06,1,1,0,0,0
