Sample in Buffer,Sample in Window,TRIGGER,openmips0/id0/pc_plus_4[31:0],openmips0/id0/reg1_o[31:0],openmips0/pc_reg0/new_pc[31:0],openmips0/pc_reg0/branch_target_address_i[31:0],inst[31:0],inst_addr[31:0],ram_data_i[31:0],ram_addr[31:0],ram_sel[3:0],ram_data_o[31:0],mmu_memory_version1/directUart/ext_uart_rx[7:0],mmu_memory_version1/directUart/ext_uart_tx[7:0],openmips0/pc_reg0/branch_flag_i,u_ila_0_ext_uart_busy,u_ila_0_ext_uart_ready,pause_signal,ram_we
321,321,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffe8,80,06,0,1,0,0,1
322,322,0,800020c8,01ffffe8,00000000,00000000,afa90000,800020c8,01ffffe8,807efffc,f,00000000,80,06,0,1,0,0,0
323,323,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
324,324,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
325,325,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffe7,80,06,1,1,0,0,1
326,326,0,800020d4,01ffffe7,00000000,800020bc,00000000,800020d4,01ffffe7,807efffc,f,00000000,80,06,1,1,0,0,0
327,327,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
328,328,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
329,329,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
330,330,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffe7,80,06,0,1,0,0,1
331,331,0,800020c8,01ffffe7,00000000,00000000,afa90000,800020c8,01ffffe7,807efffc,f,00000000,80,06,0,1,0,0,0
332,332,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
333,333,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
334,334,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffe6,80,06,1,1,0,0,1
335,335,0,800020d4,01ffffe6,00000000,800020bc,00000000,800020d4,01ffffe6,807efffc,f,00000000,80,06,1,1,0,0,0
336,336,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
337,337,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
338,338,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
339,339,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffe6,80,06,0,1,0,0,1
340,340,0,800020c8,01ffffe6,00000000,00000000,afa90000,800020c8,01ffffe6,807efffc,f,00000000,80,06,0,1,0,0,0
341,341,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
342,342,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
343,343,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffe5,80,06,1,1,0,0,1
344,344,0,800020d4,01ffffe5,00000000,800020bc,00000000,800020d4,01ffffe5,807efffc,f,00000000,80,06,1,1,0,0,0
345,345,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
346,346,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
347,347,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
348,348,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffe5,80,06,0,1,0,0,1
349,349,0,800020c8,01ffffe5,00000000,00000000,afa90000,800020c8,01ffffe5,807efffc,f,00000000,80,06,0,1,0,0,0
350,350,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
351,351,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
352,352,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffe4,80,06,1,1,0,0,1
353,353,0,800020d4,01ffffe4,00000000,800020bc,00000000,800020d4,01ffffe4,807efffc,f,00000000,80,06,1,1,0,0,0
354,354,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
355,355,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
356,356,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
357,357,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffe4,80,06,0,1,0,0,1
358,358,0,800020c8,01ffffe4,00000000,00000000,afa90000,800020c8,01ffffe4,807efffc,f,00000000,80,06,0,1,0,0,0
359,359,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
360,360,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
361,361,0,800020d4,801efff4,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffe3,80,06,1,1,0,0,1
362,362,0,800020d4,01ffffe3,00000000,800020bc,00000000,800020d4,01ffffe3,807efffc,f,00000000,80,06,1,1,0,0,0
363,363,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
364,364,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
365,365,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
366,366,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffe3,80,06,0,1,0,0,1
367,367,0,800020c8,01ffffe3,00000000,00000000,afa90000,800020c8,01ffffe3,807efffc,f,00000000,80,06,0,1,0,0,0
368,368,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
369,369,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
370,370,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffe2,80,06,1,1,0,0,1
371,371,0,800020d4,01ffffe2,00000000,800020bc,00000000,800020d4,01ffffe2,807efffc,f,00000000,80,06,1,1,0,0,0
372,372,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
373,373,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
374,374,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
375,375,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffe2,80,06,0,1,0,0,1
376,376,0,800020c8,01ffffe2,00000000,00000000,afa90000,800020c8,01ffffe2,807efffc,f,00000000,80,06,0,1,0,0,0
377,377,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
378,378,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
379,379,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffe1,80,06,1,1,0,0,1
380,380,0,800020d4,01ffffe1,00000000,800020bc,00000000,800020d4,01ffffe1,807efffc,f,00000000,80,06,1,1,0,0,0
381,381,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
382,382,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
383,383,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
384,384,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffe1,80,06,0,1,0,0,1
385,385,0,800020c8,01ffffe1,00000000,00000000,afa90000,800020c8,01ffffe1,807efffc,f,00000000,80,06,0,1,0,0,0
386,386,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
387,387,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
388,388,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffe0,80,06,1,1,0,0,1
389,389,0,800020d4,01ffffe0,00000000,800020bc,00000000,800020d4,01ffffe0,807efffc,f,00000000,80,06,1,1,0,0,0
390,390,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
391,391,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
392,392,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
393,393,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffe0,80,06,0,1,0,0,1
394,394,0,800020c8,01ffffe0,00000000,00000000,afa90000,800020c8,01ffffe0,807efffc,f,00000000,80,06,0,1,0,0,0
395,395,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
396,396,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
397,397,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffdf,80,06,1,1,0,0,1
398,398,0,800020d4,01ffffdf,00000000,800020bc,00000000,800020d4,01ffffdf,807efffc,f,00000000,80,06,1,1,0,0,0
399,399,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
400,400,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
401,401,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
402,402,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffdf,80,06,0,1,0,0,1
403,403,0,800020c8,01ffffdf,00000000,00000000,afa90000,800020c8,01ffffdf,807efffc,f,00000000,80,06,0,1,0,0,0
404,404,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
405,405,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
406,406,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffde,80,06,1,1,0,0,1
407,407,0,800020d4,01ffffde,00000000,800020bc,00000000,800020d4,01ffffde,807efffc,f,00000000,80,06,1,1,0,0,0
408,408,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
409,409,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
410,410,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
411,411,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffde,80,06,0,1,0,0,1
412,412,0,800020c8,01ffffde,00000000,00000000,afa90000,800020c8,01ffffde,807efffc,f,00000000,80,06,0,1,0,0,0
413,413,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
414,414,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
415,415,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffdd,80,06,1,1,0,0,1
416,416,0,800020d4,01ffffdd,00000000,800020bc,00000000,800020d4,01ffffdd,807efffc,f,00000000,80,06,1,1,0,0,0
417,417,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
418,418,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
419,419,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
420,420,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffdd,80,06,0,1,0,0,1
421,421,0,800020c8,01ffffdd,00000000,00000000,afa90000,800020c8,01ffffdd,807efffc,f,00000000,80,06,0,1,0,0,0
422,422,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
423,423,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
424,424,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffdc,80,06,1,1,0,0,1
425,425,0,800020d4,01ffffdc,00000000,800020bc,00000000,800020d4,01ffffdc,807efffc,f,00000000,80,06,1,1,0,0,0
426,426,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
427,427,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
428,428,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
429,429,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffdc,80,06,0,1,0,0,1
430,430,0,800020c8,01ffffdc,00000000,00000000,afa90000,800020c8,01ffffdc,807efffc,f,00000000,80,06,0,1,0,0,0
431,431,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
432,432,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
433,433,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffdb,80,06,1,1,0,0,1
434,434,0,800020d4,01ffffdb,00000000,800020bc,00000000,800020d4,01ffffdb,807efffc,f,00000000,80,06,1,1,0,0,0
435,435,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
436,436,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
437,437,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
438,438,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffdb,80,06,0,1,0,0,1
439,439,0,800020c8,01ffffdb,00000000,00000000,afa90000,800020c8,01ffffdb,807efffc,f,00000000,80,06,0,1,0,0,0
440,440,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
441,441,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
442,442,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffda,80,06,1,1,0,0,1
443,443,0,800020d4,01ffffda,00000000,800020bc,00000000,800020d4,01ffffda,807efffc,f,00000000,80,06,1,1,0,0,0
444,444,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
445,445,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
446,446,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
447,447,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffda,80,06,0,1,0,0,1
448,448,0,800020c8,01ffffda,00000000,00000000,afa90000,800020c8,01ffffda,807efffc,f,00000000,80,06,0,1,0,0,0
449,449,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
450,450,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
451,451,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffd9,80,06,1,1,0,0,1
452,452,0,800020d4,01ffffd9,00000000,800020bc,00000000,800020d4,01ffffd9,807efffc,f,00000000,80,06,1,1,0,0,0
453,453,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
454,454,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
455,455,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
456,456,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffd9,80,06,0,1,0,0,1
457,457,0,800020c8,01ffffd9,00000000,00000000,afa90000,800020c8,01ffffd9,807efffc,f,00000000,80,06,0,1,0,0,0
458,458,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
459,459,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
460,460,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffd8,80,06,1,1,0,0,1
461,461,0,800020d4,01ffffd8,00000000,800020bc,00000000,800020d4,01ffffd8,807efffc,f,00000000,80,06,1,1,0,0,0
462,462,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
463,463,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
464,464,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
465,465,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffd8,80,06,0,1,0,0,1
466,466,0,800020c8,01ffffd8,00000000,00000000,afa90000,800020c8,01ffffd8,807efffc,f,00000000,80,06,0,1,0,0,0
467,467,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
468,468,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
469,469,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffd7,80,06,1,1,0,0,1
470,470,0,800020d4,01ffffd7,00000000,800020bc,00000000,800020d4,01ffffd7,807efffc,f,00000000,80,06,1,1,0,0,0
471,471,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
472,472,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
473,473,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
474,474,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffd7,80,06,0,1,0,0,1
475,475,0,800020c8,01ffffd7,00000000,00000000,afa90000,800020c8,01ffffd7,807efffc,f,00000000,80,06,0,1,0,0,0
476,476,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
477,477,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
478,478,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffd6,80,06,1,1,0,0,1
479,479,0,800020d4,01ffffd6,00000000,800020bc,00000000,800020d4,01ffffd6,807efffc,f,00000000,80,06,1,1,0,0,0
480,480,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
481,481,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
482,482,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
483,483,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffd6,80,06,0,1,0,0,1
484,484,0,800020c8,01ffffd6,00000000,00000000,afa90000,800020c8,01ffffd6,807efffc,f,00000000,80,06,0,1,0,0,0
485,485,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
486,486,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
487,487,0,800020d4,801efff4,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffd5,80,06,1,1,0,0,1
488,488,0,800020d4,01ffffd5,00000000,800020bc,00000000,800020d4,01ffffd5,807efffc,f,00000000,80,06,1,1,0,0,0
489,489,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
490,490,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
491,491,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
492,492,0,800020c8,801efff4,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffd5,80,06,0,1,0,0,1
493,493,0,800020c8,01ffffd5,00000000,00000000,afa90000,800020c8,01ffffd5,807efffc,f,00000000,80,06,0,1,0,0,0
494,494,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
495,495,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
496,496,0,800020d4,801efff4,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffd4,80,06,1,1,0,0,1
497,497,0,800020d4,01ffffd4,00000000,800020bc,00000000,800020d4,01ffffd4,807efffc,f,00000000,80,06,1,1,0,0,0
498,498,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
499,499,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
500,500,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
501,501,0,800020c8,801efff4,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffd4,80,06,0,1,0,0,1
502,502,0,800020c8,01ffffd4,00000000,00000000,afa90000,800020c8,01ffffd4,807efffc,f,00000000,80,06,0,1,0,0,0
503,503,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
504,504,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
505,505,0,800020d4,801efff4,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffd3,80,06,1,1,0,0,1
506,506,0,800020d4,01ffffd3,00000000,800020bc,00000000,800020d4,01ffffd3,807efffc,f,00000000,80,06,1,1,0,0,0
507,507,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
508,508,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
509,509,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
510,510,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffd3,80,06,0,1,0,0,1
511,511,0,800020c8,01ffffd3,00000000,00000000,afa90000,800020c8,01ffffd3,807efffc,f,00000000,80,06,0,1,0,0,0
512,512,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
513,513,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
514,514,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffd2,80,06,1,1,0,0,1
515,515,0,800020d4,01ffffd2,00000000,800020bc,00000000,800020d4,01ffffd2,807efffc,f,00000000,80,06,1,1,0,0,0
516,516,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
517,517,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
518,518,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
519,519,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffd2,80,06,0,1,0,0,1
520,520,0,800020c8,01ffffd2,00000000,00000000,afa90000,800020c8,01ffffd2,807efffc,f,00000000,80,06,0,1,0,0,0
521,521,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
522,522,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
523,523,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffd1,80,06,1,1,0,0,1
524,524,0,800020d4,01ffffd1,00000000,800020bc,00000000,800020d4,01ffffd1,807efffc,f,00000000,80,06,1,1,0,0,0
525,525,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
526,526,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
527,527,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
528,528,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffd1,80,06,0,1,0,0,1
529,529,0,800020c8,01ffffd1,00000000,00000000,afa90000,800020c8,01ffffd1,807efffc,f,00000000,80,06,0,1,0,0,0
530,530,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
531,531,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
532,532,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffd0,80,06,1,1,0,0,1
